show_id;type;title;director;cast;date_added;release_year;listed_in;description;rating;duration;country
s1169;Movie;Robin Hood;Wolfgang Reitherman;Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris;November 12, 2019;1973;Action-Adventure, Animation, Family;Disney's animated classic tale of England's legendary hero.;G;85 min;United States
s117;Movie;Happier Than Ever: A Love Letter to Los Angeles;Robert Rodriguez, Patrick Osborne;Billie Eilish, FINNEAS;September 3, 2021;2021;Concert Film, Music;"Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""";TV-14;66 min;United States
s1170;TV Show;Rocky Mountain Animal Rescue;;Chopper Bernet;November 12, 2019;2018;Animals & Nature, Docuseries, Family;Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.;TV-PG;1 Season;United States
s1171;Movie;Rogue One: A Star Wars Story;Gareth Edwards;Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk;November 12, 2019;2016;Action-Adventure, Science Fiction;Unlikely heroes band together to steal the plans to the Death Star.;PG-13;134 min;United States
s1172;Movie;Roving Mars;George Butler;Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee;November 12, 2019;2006;Documentary, Family;Explore the surface of the red planet through the eyes of two NASA rovers.;G;41 min;United States
s1173;Movie;Ruby Bridges;Euzhan Palcy;Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo;November 12, 2019;1998;Biographical, Drama, Historical;A little girl becomes the first African-American to integrate her school.;TV-PG;90 min;United States
s1174;Movie;Sacred Planet;Jon Long;Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud;November 12, 2019;2004;Animals & Nature, Documentary, Family;Visit some of the most exotic and beautiful places still in existence.;G;47 min;Canada
s1174;Movie;Sacred Planet;Jon Long;Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud;November 12, 2019;2004;Animals & Nature, Documentary, Family;Visit some of the most exotic and beautiful places still in existence.;G;47 min;Malaysia
s1174;Movie;Sacred Planet;Jon Long;Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud;November 12, 2019;2004;Animals & Nature, Documentary, Family;Visit some of the most exotic and beautiful places still in existence.;G;47 min;United States
s1175;Movie;Saludos Amigos;Bill Roberts, Jack Kinney, Ham Luske;Fred Shields;November 12, 2019;1943;Animation, Comedy, Family;Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.;TV-PG;42 min;United States
s1176;Movie;Sammy, The Way-Out Seal;Norman Tokar;Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy;November 12, 2019;1962;Animals & Nature, Comedy, Family;Two young brothers adopt an injured seal…without telling their parents. See details for advisory.;TV-G;43 min;United States
s1177;Movie;Sanjay's Super Team;Sanjay Patel;Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera;November 12, 2019;2015;Action-Adventure, Animation, Family;Young Sanjay daydreams of Hindu gods as superheroes.;PG;7 min;United States
s1178;Movie;Santa Paws 2: The Santa Pups;Robert Vince;Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae;November 12, 2019;2012;Fantasy, Musical;When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.;G;92 min;United States
s1179;Movie;Santa's Workshop;Wilfred Jackson;;November 12, 2019;1932;Animation, Family, Fantasy;Santa and his elves make toys to deliver on Christmas Eve See details for advisory.;TV-G;7 min;United States
s118;Movie;X-Men: Dark Phoenix;Simon Kinberg;James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan;September 3, 2021;2019;Action-Adventure, Family, Science Fiction;When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.;PG-13;115 min;United States
s118;Movie;X-Men: Dark Phoenix;Simon Kinberg;James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan;September 3, 2021;2019;Action-Adventure, Family, Science Fiction;When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.;PG-13;115 min; Canada
s1180;Movie;Saving Mr. Banks;John Hancock;Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford;November 12, 2019;2013;Biographical, Drama, Historical;"Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.";PG-13;129 min;United States
s1180;Movie;Saving Mr. Banks;John Hancock;Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford;November 12, 2019;2013;Biographical, Drama, Historical;"Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.";PG-13;129 min; United Kingdom
s1180;Movie;Saving Mr. Banks;John Hancock;Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford;November 12, 2019;2013;Biographical, Drama, Historical;"Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.";PG-13;129 min; Australia
s1181;Movie;Science Fair;Cristina Costantini, Darren Foster;Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell;November 12, 2019;2018;Documentary, Family;Nine high school students compete at the International Science and Engineering Fair.;PG;91 min;United States
s1182;Movie;Sea of Hope: America's Underwater Treasures;Robert Nixon;Max Kennedy;November 12, 2019;2017;Action-Adventure, Animals & Nature, Documentary;Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.;TV-PG;47 min;United States
s1183;Movie;Secret of The Wings;Peggy Holmes;Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné;November 12, 2019;2012;Animation, Fantasy, Kids;Tink crosses into the forbidden Winter Woods and finds she has a sister.;G;79 min;United States
s1183;Movie;Secret of The Wings;Peggy Holmes;Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné;November 12, 2019;2012;Animation, Fantasy, Kids;Tink crosses into the forbidden Winter Woods and finds she has a sister.;G;79 min; India
s1183;Movie;Secret of The Wings;Peggy Holmes;Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné;November 12, 2019;2012;Animation, Fantasy, Kids;Tink crosses into the forbidden Winter Woods and finds she has a sister.;G;79 min; United Kingdom
s1184;Movie;Secretariat;Randall Wallace;Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis;November 12, 2019;2010;Animals & Nature, Biographical, Drama;A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion.;PG;124 min;United States
s1185;Movie;Secrets of Christ's Tomb: Explorer Special;Bob Strange;;November 12, 2019;2017;Documentary, Historical;A team of experts races to repair the structure housing Christ’s tomb.;TV-PG;47 min;United States
s1186;Movie;Secrets of Life;James Algar;Winston Hibler;November 12, 2019;1956;Animals & Nature, Documentary, Family;Discover Mother Nature’s secrets with a look at our ever-evolving planet.;TV-PG;70 min;United States
s1187;Movie;Secrets of the King Cobra;;Andre Braugher;November 12, 2019;2012;Animals & Nature, Documentary;A new scientific expedition follows the king cobra into the wild for the first time.;TV-PG;47 min;India
s1188;TV Show;Shake It Up;;Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty;November 12, 2019;2010;Buddy, Comedy, Coming of Age;Best friends attend high school and dance professionally.;TV-G;3 Seasons;United States
s1189;Movie;Sharks of Lost Island;;Chris McLinden;November 12, 2019;2013;Action-Adventure, Animals & Nature, Documentary;A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.;TV-PG;45 min;United States
s119;TV Show;Alaska Animal Rescue;;Victoria Vosburg;September 1, 2021;2019;Animals & Nature, Docuseries, Family;Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.;TV-PG;2 Seasons;United States
s1190;Movie;Sharpay's Fabulous Adventure;Michael Lembeck;Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick;November 12, 2019;2011;Comedy, Coming of Age, Music;Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.;TV-G;92 min;United States
s1191;Movie;Shipwrecked;Nils Gaup;Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno;November 12, 2019;1991;Action-Adventure, Coming of Age, Family;A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.;PG;93 min;Norway
s1191;Movie;Shipwrecked;Nils Gaup;Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno;November 12, 2019;1991;Action-Adventure, Coming of Age, Family;A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.;PG;93 min; Sweden
s1191;Movie;Shipwrecked;Nils Gaup;Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno;November 12, 2019;1991;Action-Adventure, Coming of Age, Family;A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.;PG;93 min; United States
s1192;TV Show;Silver Surfer;;Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox;November 12, 2019;1997;Action-Adventure, Animation, Kids;The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.;TV-Y7;1 Season;United States
s1192;TV Show;Silver Surfer;;Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox;November 12, 2019;1997;Action-Adventure, Animation, Kids;The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.;TV-Y7;1 Season; Canada
s1193;Movie;Simpsons Movie;David Silverman;Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria;November 12, 2019;2007;Action-Adventure, Animation, Comedy;Homer must save the world from a catastrophe he himself created.;PG-13;88 min;United States
s1194;Movie;Sister Act;Emile Ardolino;Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy;November 12, 2019;1992;Comedy, Crime, Family;A low-rent lounge singer is forced to hide out from the mob in a convent.;PG;101 min;United States
s1195;Movie;Sister Act 2: Back in the Habit;Bill Duke;Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter;November 12, 2019;1993;Comedy, Family, Music;Deloris goes back undercover to try to save a troubled inner-city school.;PG;108 min;United States
s1196;Movie;Skyrunners;Ralph Hemecker;Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt;November 12, 2019;2009;Action-Adventure, Science Fiction;Teen brothers discover a UFO near their town…and learn of an alien plot.;TV-PG;93 min;United States
s1197;Movie;Sleeping Beauty;Clyde Geronimi;Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton;November 12, 2019;1959;Animation, Family, Fantasy;A fairy-tale classic about a princess saved by true love's kiss.;G;77 min;United States
s1198;Movie;Smart House;LeVar Burton;Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli;November 12, 2019;1999;Comedy, Coming of Age, Drama;A computerized Smart House becomes an overly possessive virtual mother.;TV-G;82 min;United States
s1199;Movie;Smash and Grab;Brian Larsen;;November 12, 2019;2019;Animation, Buddy, Family;Two antiquated robots risk everything for freedom and for each other.;PG;8 min;United States
s12;Movie;Puppy for Hanukkah;;;November 19, 2021;2020;Comedy, Family, Music;"Check out Daveed Digg's official music video ""Puppy for Hanukkah!""";TV-G;4 min;
s120;TV Show;Dug Days;;Bob Peterson, Ed Asner, Jordan Nagai;September 1, 2021;2021;Animation, Comedy, Family;“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”;TV-PG;1 Season;United States
s1200;Movie;Snow White and The Seven Dwarfs;David Hand;Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig;November 12, 2019;1937;Animation, Family, Fantasy;Discover the movie called “The Greatest Animated Film Of All Time”!;G;84 min;United States
s1201;Movie;Snowball Express;Norman Tokar;Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy;November 12, 2019;1972;Comedy, Family, Sports;A New York accountant moves west when he inherits a dilapidated ski resort.;G;94 min;United States
s1202;Movie;Snowglobe;Ron Lagomarsino;Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek;November 12, 2019;2007;Comedy, Family, Fantasy;Angela finds a snow globe that transports her into a Christmas wonderland.;TV-PG;90 min;United States
s1203;TV Show;So Weird;;Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips;November 12, 2019;1999;Fantasy, Kids, Mystery;A teenage girl travels the country on a rock tour while investigating the supernatural.;TV-Y7;3 Seasons;Canada
s1204;Movie;Society Dog Show;Bill Roberts;Pinto Colvig, Walt Disney;November 12, 2019;1939;Animation, Comedy, Family;Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory.;TV-G;9 min;United States
s1205;TV Show;Spider-Man (Shorts);;;November 12, 2019;2016;Action-Adventure, Animation, Kids;Peter uses science to investigate his spider bite.;TV-Y7;1 Season;
s1206;TV Show;Spider-Man and His Amazing Friends;;Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans;November 12, 2019;1982;Action-Adventure, Animation, Kids;Spider-Man battles crime in New York City with the help of Iceman and Firestar.;TV-Y7;1 Season;United States
s1207;TV Show;Spider-Man Unlimited;;Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson;November 12, 2019;1999;Action-Adventure, Animation, Kids;Strap in to your seats and experience Spider-Man Unlimited!;TV-Y7;1 Season;United States
s1207;TV Show;Spider-Man Unlimited;;Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson;November 12, 2019;1999;Action-Adventure, Animation, Kids;Strap in to your seats and experience Spider-Man Unlimited!;TV-Y7;1 Season; Canada
s1208;TV Show;Spider-Woman;;Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld;November 12, 2019;1979;Action-Adventure, Animation, Kids;Jessica Drew has superhuman powers. She uses them as Spider-Woman.;TV-Y7;1 Season;United States
s1209;TV Show;Star Wars Forces of Destiny (Shorts);;"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones";November 12, 2019;2016;Action-Adventure, Animation, Anthology;Untold stories from the heroines of Star Wars.;TV-Y7;2 Seasons;United States
s121;Movie;Cruella;Craig Gillespie;Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste;August 27, 2021;2021;Crime, Drama;Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.;PG-13;137 min;United States
s121;Movie;Cruella;Craig Gillespie;Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste;August 27, 2021;2021;Crime, Drama;Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.;PG-13;137 min; United Kingdom
s1210;TV Show;Star Wars Rebels;;"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""";November 12, 2019;2014;Action-Adventure, Animation, Kids;The Ghost crew provides a spark to ignite a rebellion.;TV-Y7;4 Seasons;United States
s1211;TV Show;Star Wars Rebels (Shorts);;;November 12, 2019;2014;Action-Adventure, Animation, Kids;It is a dark time in the galaxy as the Empire continues to tighten its grip.;TV-Y7;1 Season;
s1212;Movie;Star Wars: A New Hope (Episode IV);George Lucas;Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels;November 12, 2019;1977;Action-Adventure, Science Fiction;A young farm boy intercepts a distress call from the captive Princess Leia.;PG;125 min;United States
s1213;Movie;Star Wars: Attack of the Clones (Episode II);George Lucas;Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August;November 12, 2019;2002;Action-Adventure, Science Fiction;Young Anakin and Padmé fall in love as galactic war looms.;PG;143 min;United States
s1214;TV Show;Star Wars: Blips;;;November 12, 2019;2019;Series;What does a curious little droid do when he's not on a daring mission to save the galaxy?;TV-Y7-FV;1 Season;United States
s1215;Movie;Star Wars: Return of the Jedi (Episode VI);Richard Marquand;Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew;November 12, 2019;1983;Action-Adventure, Science Fiction;Luke Skywalker faces Darth Vader in a final duel.;PG;135 min;United States
s1216;Movie;Star Wars: Revenge of the Sith (Episode III);George Lucas;Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits;November 12, 2019;2005;Action-Adventure, Science Fiction;As the Republic falls, Anakin Skywalker becomes the evil Darth Vader.;PG-13;140 min;United States
s1217;Movie;Star Wars: The Empire Strikes Back (Episode V);Irvin Kershner;Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse;November 12, 2019;1980;Action-Adventure, Science Fiction;Luke Skywalker trains as a Jedi and confronts Darth Vader.;PG;127 min;United States
s1218;Movie;Star Wars: The Force Awakens (Episode VII);J.J. Abrams;Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega;November 12, 2019;2015;Action-Adventure, Science Fiction;Rey, Finn, Han and Chewbacca search for the one hope of restoring peace.;PG-13;139 min;United States
s1219;Movie;Star Wars: The Phantom Menace (Episode I);George Lucas;Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz;November 12, 2019;1999;Action-Adventure, Science Fiction;Jedi discover Anakin Skywalker, a boy unusually strong in the Force.;PG;136 min;United States
s122;Movie;Dan in Real Life;Peter Hedges;Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill;August 27, 2021;2007;Comedy, Drama, Romance;A relationship expert falls in love with his brother's new girlfriend.;PG-13;99 min;United States
s1220;Movie;Starstruck;Michael Grossman;Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford;November 12, 2019;2010;Comedy, Coming of Age, Music;Pop star Christopher Wilde must choose to follow his heart or embrace fame.;TV-G;81 min;United States
s1221;Movie;Steamboat Willie;Walt Disney, Ub Iwerks;Walt Disney;November 12, 2019;1928;Animation, Family, Kids;Watch Mickey Mouse's classic cartoon debut. See details for advisory.;TV-Y7;8 min;United States
s1222;Movie;Stepsister from Planet Weird;Steve Boyum;Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey;November 12, 2019;2000;Comedy, Family, Science Fiction;A human and an alien team up to stop their parents from getting married.;TV-G;86 min;United States
s1223;Movie;Stitch! The Movie;Tony Craig, Bobs Gannaway;Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames;November 12, 2019;2003;Animation, Comedy, Family;"Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu.";G;62 min;United States
s1224;Movie;Stonehenge Decoded: Secrets Revealed;Christopher Spencer;Craig Sechler;November 12, 2019;2008;Documentary;The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge;TV-PG;44 min;United Kingdom
s1225;Movie;Stuck in the Suburbs;Savage Holland;Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville;November 12, 2019;2004;Comedy, Coming of Age, Music;A bored suburban teen accidentally switches phones with a pop star.;TV-G;79 min;United States
s1226;Movie;Sultan and the Rock Star;Ed Abroms;Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany;November 12, 2019;1980;Action-Adventure, Animals & Nature, Family;A rock star befriends a gentle tiger being hunted for sport. See details for advisory.;TV-PG;47 min;United States
s1227;Movie;Super Buddies;Robert Vince;Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks;November 12, 2019;2013;Action-Adventure, Comedy, Family;A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!;G;83 min;United States
s1228;Movie;Swiss Family Robinson;Edward Ludwig;Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan;November 12, 2019;1940;Action-Adventure, Family, Survival;A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.;PG;94 min;United States
s1229;TV Show;TaleSpin;;Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers;November 12, 2019;1990;Action-Adventure, Animation, Kids;Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew.;TV-G;1 Season;United States
s123;Movie;Disney Princess Remixed - An Ultimate Princess Celebration;Napoleon Dumo;Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi;August 27, 2021;2021;Family, Music, Variety;Celebrate the timeless music of Disney Princess!;TV-G;22 min;
s1230;Movie;Tall Tale;Jeremiah Chechik;Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris;November 12, 2019;1995;Action-Adventure, Western;It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.;PG;97 min;United States
s1231;Movie;Tangled;Nathan Greno, Byron Howard;Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor;November 12, 2019;2010;Action-Adventure, Animation, Family;Rapunzel and Flynn set off on a hilarious, hair-raising escapade.;PG;101 min;United States
s1232;Movie;Tangled Before Ever After;Tom Caulfield, Stephen Sandoval;Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti;November 12, 2019;2017;Animation, Coming of Age, Fantasy;Rapunzel escapes for a night of freedom before her coronation.;TV-Y7;58 min;United States
s1233;Movie;Tarzan & Jane;Steve Loter;Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle;November 12, 2019;2002;Action-Adventure, Animation;Tarzan and Jane celebrate their first year in the jungle.;TV-PG;78 min;United States
s1234;Movie;Teacher's Pet;Timothy Björklund;Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller;November 12, 2019;2004;Animation, Comedy, Family;A dog discovers that his dream of becoming a real boy isn't so far-fetched.;PG;75 min;United States
s1235;Movie;Teen Beach 2;Jeffrey Hornaday;Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit;November 12, 2019;2015;Fantasy, Musical;Mack and Brady get a real-world visit from their retro movie compadres.;TV-G;106 min;United States
s1236;Movie;Teen Beach Movie;Jeffrey Hornaday;Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit;November 12, 2019;2013;Coming of Age, Fantasy, Musical;McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.;TV-G;97 min;United States
s1237;Movie;Teen Spirit;Gil Junger;Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez;November 12, 2019;2011;Buddy, Comedy, Coming of Age;To save her soul, Amber must pull off a high-school miracle.;TV-14;82 min;United States
s1238;Movie;That Darn Cat;Bob Spiers;Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong;November 12, 2019;1997;Animals & Nature, Comedy, Family;A teen, a cat and a rookie FBI agent team up to solve a kidnapping.;PG;90 min;United States
s1239;Movie;That Darn Cat!;Robert Stevenson;Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester;November 12, 2019;1965;Animals & Nature, Comedy, Family;A cat holds the clue to bank robbers holding a teller hostage.;G;116 min;United States
s124;Movie;Marvel One-Shot: All Hail the King;Drew Pearce;Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado;August 27, 2021;2014;Comedy, Drama, Thriller;Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker.;TV-14;14 min;United States
s1240;Movie;The Absent-Minded Professor;Robert Stevenson;Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid;November 12, 2019;1961;Comedy, Family, Science Fiction;A bumbling professor invents gravity-defying Flubber.;G;96 min;United States
s1241;Movie;The Adventures of André & Wally B.;Alvy Smith;;November 12, 2019;1984;Animation, Kids;Andre awakens from a nap and is greeted by a pesky bee.;TV-G;2 min;United States
s1242;Movie;The Adventures of Bullwhip Griffin;James Neilson;Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley;November 12, 2019;1967;Action-Adventure, Comedy, Family;A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.;TV-PG;111 min;United States
s1243;Movie;The Adventures of Huck Finn;Stephen Sommers;Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey;November 12, 2019;1993;Action-Adventure, Coming of Age, Drama;Huck and a runaway slave brave the Mississippi River in search of freedom.;PG;108 min;United States
s1244;Movie;The Adventures of Ichabod and Mr. Toad;Jack Kinney, Clyde Geronimi, James Algar;Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell;November 12, 2019;1949;Action-Adventure, Animation, Anthology;Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.;G;69 min;United States
s1245;TV Show;The Adventures of Spin and Marty;;David Stollery, Tim Considine;November 12, 2019;1955;Buddy, Coming of Age, Family;Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.;TV-G;1 Season;United States
s1246;Movie;The African Lion;James Algar;Winston Hibler;November 12, 2019;1955;Animals & Nature, Documentary, Family;Two wildlife experts spend years studying the majestic African lion.;G;72 min;United States
s1247;Movie;The Apple Dumpling Gang;Norman Tokar;Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens;November 12, 2019;1975;Comedy, Family, Western;Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.;G;100 min;United States
s1248;Movie;The Apple Dumpling Gang Rides Again;Vincent McEveety;Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam;November 12, 2019;1979;Comedy, Family, Western;Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.;G;89 min;United States
s1249;Movie;The Aristocats;Wolfgang Reitherman;Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson;November 12, 2019;1970;Action-Adventure, Animation, Comedy;A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.;G;81 min;United States
s125;Movie;Underdog;Frederik Du Chau;Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger;August 27, 2021;2007;Action-Adventure, Family, Parody;A super-powered beagle tries to save Capital City from a mad scientist.;PG;85 min;United States
s1250;Movie;The Art of Skiing;Jack Kinney;John McLeish;November 12, 2019;1941;Animation, Comedy, Family;Goofy demonstrates the art of skiing. See details for advisory.;TV-G;8 min;United States
